Row,Day.Of.Week,Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday
1871,2,10/28/2019,"5,749","4,120","3,529",591,True,False,False,False,False,False
1872,3,10/29/2019,"5,821","4,140","3,576",564,False,False,False,False,True,False
1873,4,10/30/2019,"5,647","4,059","3,452",607,False,False,False,False,False,True
1874,5,10/31/2019,"5,219","3,689","3,180",509,False,False,False,True,False,False
1875,6,11/1/2019,"4,054","3,010","2,604",406,False,False,False,False,False,False
1876,7,11/2/2019,"2,815","2,170","1,889",281,False,True,False,False,False,False
1877,1,11/3/2019,"4,253","3,063","2,603",460,False,False,True,False,False,False
1878,2,11/4/2019,"5,816","4,184","3,640",544,True,False,False,False,False,False
1879,3,11/5/2019,"5,843","4,176","3,549",627,False,False,False,False,True,False
1880,4,11/6/2019,"6,058","4,351","3,672",679,False,False,False,False,False,True
1881,5,11/7/2019,"6,291","4,489","3,810",679,False,False,False,True,False,False
1882,6,11/8/2019,"4,604","3,357","2,839",518,False,False,False,False,False,False
1883,7,11/9/2019,"3,354","2,337","2,000",337,False,True,False,False,False,False
1884,1,11/10/2019,"4,190","3,075","2,634",441,False,False,True,False,False,False
1885,2,11/11/2019,"5,931","4,194","3,573",621,True,False,False,False,False,False
1886,3,11/12/2019,"6,443","4,589","3,877",712,False,False,False,False,True,False
1887,4,11/13/2019,"5,805","4,275","3,572",703,False,False,False,False,False,True
1888,5,11/14/2019,"5,753","4,172","3,569",603,False,False,False,True,False,False
1889,6,11/15/2019,"4,709","3,452","2,927",525,False,False,False,False,False,False
1890,7,11/16/2019,"3,418","2,506","2,136",370,False,True,False,False,False,False
1891,1,11/17/2019,"4,821","3,387","2,872",515,False,False,True,False,False,False
1892,2,11/18/2019,"6,444","4,699","3,985",714,True,False,False,False,False,False
1893,3,11/19/2019,"6,607","4,772","4,119",653,False,False,False,False,True,False
1894,4,11/20/2019,"6,726","4,781","4,115",666,False,False,False,False,False,True
1895,5,11/21/2019,"6,334","4,462","3,840",622,False,False,False,True,False,False
1896,6,11/22/2019,"4,575","3,214","2,724",490,False,False,False,False,False,False
1897,7,11/23/2019,"3,414","2,474","2,118",356,False,True,False,False,False,False
1898,1,11/24/2019,"4,535","3,242","2,787",455,False,False,True,False,False,False
1899,2,11/25/2019,"5,970","4,467","3,836",631,True,False,False,False,False,False
1900,3,11/26/2019,"5,630","4,115","3,522",593,False,False,False,False,True,False
1901,4,11/27/2019,"5,384","3,823","3,225",598,False,False,False,False,False,True
1902,5,11/28/2019,"4,201","3,223","2,747",476,False,False,False,True,False,False
1903,6,11/29/2019,"3,799","2,947","2,504",443,False,False,False,False,False,False
1904,7,11/30/2019,"3,301","2,443","2,053",390,False,True,False,False,False,False
1905,1,12/1/2019,"4,420","3,308","2,849",459,False,False,True,False,False,False
1906,2,12/2/2019,"6,384","4,674","4,031",643,True,False,False,False,False,False
1907,3,12/3/2019,"6,964","4,975","4,285",690,False,False,False,False,True,False
1908,4,12/4/2019,"6,957","4,959","4,252",707,False,False,False,False,False,True
1909,5,12/5/2019,"6,350","4,671","3,989",682,False,False,False,True,False,False
1910,6,12/6/2019,"5,324","3,796","3,258",538,False,False,False,False,False,False
1911,7,12/7/2019,"3,795","2,760","2,362",398,False,True,False,False,False,False
1912,1,12/8/2019,"5,013","3,636","3,159",477,False,False,True,False,False,False
1913,2,12/9/2019,"7,005","5,250","4,569",681,True,False,False,False,False,False
1914,3,12/10/2019,"6,606","4,791","4,131",660,False,False,False,False,True,False
1915,4,12/11/2019,"6,686","4,902","4,240",662,False,False,False,False,False,True
1916,5,12/12/2019,"6,163","4,533","3,871",662,False,False,False,True,False,False
1917,6,12/13/2019,"4,581","3,272","2,801",471,False,False,False,False,False,False
1918,7,12/14/2019,"2,930","2,240","1,958",282,False,True,False,False,False,False
1919,1,12/15/2019,"3,585","2,672","2,280",392,False,False,True,False,False,False
1920,2,12/16/2019,"4,925","3,653","3,128",525,True,False,False,False,False,False
1921,3,12/17/2019,"4,743","3,441","2,895",546,False,False,False,False,True,False
1922,4,12/18/2019,"4,716","3,390","2,918",472,False,False,False,False,False,True
1923,5,12/19/2019,"3,793","2,821","2,381",440,False,False,False,True,False,False
1924,6,12/20/2019,"2,688","1,906","1,583",323,False,False,False,False,False,False
1925,7,12/21/2019,"1,682","1,177","1,020",157,False,True,False,False,False,False
1926,1,12/22/2019,"1,880","1,411","1,190",221,False,False,True,False,False,False
1927,2,12/23/2019,"2,451","1,738","1,442",296,True,False,False,False,False,False
1928,3,12/24/2019,"1,644","1,197",977,220,False,False,False,False,True,False
1929,4,12/25/2019,"1,483","1,027",851,176,False,False,False,False,False,True
1930,5,12/26/2019,"1,864","1,355","1,102",253,False,False,False,True,False,False
1931,6,12/27/2019,"1,927","1,319","1,109",210,False,False,False,False,False,False
1932,7,12/28/2019,"1,679","1,219","1,019",200,False,True,False,False,False,False
1933,1,12/29/2019,"1,962","1,299","1,111",188,False,False,True,False,False,False
1934,2,12/30/2019,"2,469","1,762","1,479",283,True,False,False,False,False,False
1935,3,12/31/2019,"1,750","1,192","1,005",187,False,False,False,False,True,False
1936,4,1/1/2020,"1,554","1,105",870,235,False,False,False,False,False,True
1937,5,1/2/2020,"2,820","2,083","1,754",329,False,False,False,True,False,False
1938,6,1/3/2020,"2,970","2,180","1,859",321,False,False,False,False,False,False
1939,7,1/4/2020,"2,111","1,526","1,300",226,False,True,False,False,False,False
1940,1,1/5/2020,"2,393","1,788","1,514",274,False,False,True,False,False,False
1941,2,1/6/2020,"3,704","2,770","2,341",429,True,False,False,False,False,False
1942,3,1/7/2020,"3,760","2,915","2,492",423,False,False,False,False,True,False
1943,4,1/8/2020,"3,698","2,844","2,402",442,False,False,False,False,False,True
1944,5,1/9/2020,"4,243","3,374","2,910",464,False,False,False,True,False,False
1945,6,1/10/2020,"3,177","2,415","2,043",372,False,False,False,False,False,False
1946,7,1/11/2020,"2,361","1,834","1,581",253,False,True,False,False,False,False
1947,1,1/12/2020,"2,762","2,238","1,961",277,False,False,True,False,False,False
1948,2,1/13/2020,"4,298","3,242","2,727",515,True,False,False,False,False,False
1949,3,1/14/2020,"3,838","2,884","2,450",434,False,False,False,False,True,False
1950,4,1/15/2020,"3,754","2,864","2,470",394,False,False,False,False,False,True
1951,5,1/16/2020,"3,817","2,951","2,510",441,False,False,False,True,False,False
1952,6,1/17/2020,"3,175","2,419","2,006",413,False,False,False,False,False,False
1953,7,1/18/2020,"2,336","1,927","1,681",246,False,True,False,False,False,False
1954,1,1/19/2020,"2,597","2,031","1,717",314,False,False,True,False,False,False
1955,2,1/20/2020,"3,715","2,948","2,505",443,True,False,False,False,False,False
1956,3,1/21/2020,"4,459","3,501","3,017",484,False,False,False,False,True,False
1957,4,1/22/2020,"4,483","3,552","3,079",473,False,False,False,False,False,True
1958,5,1/23/2020,"4,225","3,295","2,805",490,False,False,False,True,False,False
1959,6,1/24/2020,"3,111","2,484","2,131",353,False,False,False,False,False,False
1960,7,1/25/2020,"2,353","1,784","1,535",249,False,True,False,False,False,False
1961,1,1/26/2020,"3,198","2,520","2,213",307,False,False,True,False,False,False
1962,2,1/27/2020,"4,432","3,539","3,058",481,True,False,False,False,False,False
1963,3,1/28/2020,"4,664","3,654","3,148",506,False,False,False,False,True,False
1964,4,1/29/2020,"4,471","3,544","3,025",519,False,False,False,False,False,True
1965,5,1/30/2020,"4,486","3,499","3,031",468,False,False,False,True,False,False
1966,6,1/31/2020,"3,527","2,704","2,304",400,False,False,False,False,False,False
1967,7,2/1/2020,"2,514","1,995","1,728",267,False,True,False,False,False,False
1968,1,2/2/2020,"2,993","2,409","2,106",303,False,False,True,False,False,False
1969,2,2/3/2020,"4,728","3,694","3,174",520,True,False,False,False,False,False
1970,3,2/4/2020,"4,883","3,982","3,472",510,False,False,False,False,True,False
1971,4,2/5/2020,"5,071","4,061","3,528",533,False,False,False,False,False,True
1972,5,2/6/2020,"4,638","3,715","3,217",498,False,False,False,True,False,False
1973,6,2/7/2020,"3,757","2,942","2,512",430,False,False,False,False,False,False
1974,7,2/8/2020,"2,761","2,193","1,890",303,False,True,False,False,False,False
1975,1,2/9/2020,"3,423","2,849","2,498",351,False,False,True,False,False,False
1976,2,2/10/2020,"5,066","4,016","3,464",552,True,False,False,False,False,False
1977,3,2/11/2020,"4,928","4,045","3,499",546,False,False,False,False,True,False
1978,4,2/12/2020,"4,996","4,019","3,497",522,False,False,False,False,False,True
1979,5,2/13/2020,"5,004","3,823","3,188",635,False,False,False,True,False,False
1980,6,2/14/2020,"3,675","2,949","2,529",420,False,False,False,False,False,False
1981,7,2/15/2020,"2,556","2,024","1,757",267,False,True,False,False,False,False
1982,1,2/16/2020,"3,732","2,808","2,361",447,False,False,True,False,False,False
1983,2,2/17/2020,"4,958","3,951","3,382",569,True,False,False,False,False,False
1984,3,2/18/2020,"4,869","3,806","3,273",533,False,False,False,False,True,False
1985,4,2/19/2020,"5,224","4,042","3,495",547,False,False,False,False,False,True
1986,5,2/20/2020,"4,890","3,748","3,212",536,False,False,False,True,False,False
1987,6,2/21/2020,"3,678","2,914","2,528",386,False,False,False,False,False,False
1988,7,2/22/2020,"2,456","2,025","1,759",266,False,True,False,False,False,False
1989,1,2/23/2020,"3,444","2,708","2,387",321,False,False,True,False,False,False
1990,2,2/24/2020,"5,000","3,974","3,390",584,True,False,False,False,False,False
1991,3,2/25/2020,"5,496","4,210","3,601",609,False,False,False,False,True,False
1992,4,2/26/2020,"5,059","4,014","3,468",546,False,False,False,False,False,True
1993,5,2/27/2020,"4,813","3,759","3,247",512,False,False,False,True,False,False
1994,6,2/28/2020,"3,810","3,052","2,569",483,False,False,False,False,False,False
1995,7,2/29/2020,"2,682","2,169","1,858",311,False,True,False,False,False,False
1996,1,3/1/2020,"3,332","2,754","2,379",375,False,False,True,False,False,False
1997,2,3/2/2020,"4,872","3,801","3,264",537,True,False,False,False,False,False
1998,3,3/3/2020,"5,097","3,956","3,452",504,False,False,False,False,True,False
1999,4,3/4/2020,"4,714","3,591","3,118",473,False,False,False,False,False,True
2000,5,3/5/2020,"5,048","3,994","3,428",566,False,False,False,True,False,False
2001,6,3/6/2020,"3,698","2,843","2,386",457,False,False,False,False,False,False
2002,7,3/7/2020,"2,670","2,095","1,798",297,False,True,False,False,False,False
2003,1,3/8/2020,"3,416","2,743","2,362",381,False,False,True,False,False,False
2004,2,3/9/2020,"4,731","3,830","3,269",561,True,False,False,False,False,False
2005,3,3/10/2020,"4,820","3,718","3,169",549,False,False,False,False,True,False
2006,4,3/11/2020,"4,813","3,711","3,182",529,False,False,False,False,False,True
2007,5,3/12/2020,"4,393","3,508","2,952",556,False,False,False,True,False,False
2008,6,3/13/2020,"3,316","2,613","2,172",441,False,False,False,False,False,False
2009,7,3/14/2020,"2,416","1,888","1,569",319,False,True,False,False,False,False
2010,1,3/15/2020,"2,934","2,251","1,937",314,False,False,True,False,False,False
2011,2,3/16/2020,"2,732","2,157","1,809",348,True,False,False,False,False,False
2012,3,3/17/2020,"3,805","3,007","2,525",482,False,False,False,False,True,False
2013,4,3/18/2020,"3,748","2,976","2,508",468,False,False,False,False,False,True
2014,5,3/19/2020,"3,678","2,883","2,471",412,False,False,False,True,False,False
2015,6,3/20/2020,"3,322","2,647","2,239",408,False,False,False,False,False,False
2016,7,3/21/2020,"2,701","2,049","1,749",300,False,True,False,False,False,False
2017,1,3/22/2020,"3,263","2,469","2,120",349,False,False,True,False,False,False
2018,2,3/23/2020,"4,105","3,166","2,690",476,True,False,False,False,False,False
2019,3,3/24/2020,"4,156","3,247","2,766",481,False,False,False,False,True,False
2020,4,3/25/2020,"4,153","3,367","2,878",489,False,False,False,False,False,True
2021,5,3/26/2020,"4,256","3,394","2,944",450,False,False,False,True,False,False
2022,6,3/27/2020,"3,818","3,002","2,588",414,False,False,False,False,False,False
2023,7,3/28/2020,"3,045","2,438","2,103",335,False,True,False,False,False,False
2024,1,3/29/2020,"4,079","3,047","2,603",444,False,False,True,False,False,False
2025,2,3/30/2020,"4,899","3,852","3,280",572,True,False,False,False,False,False
2026,3,3/31/2020,"4,943","3,822","3,310",512,False,False,False,False,True,False
2027,4,4/1/2020,"4,907","3,799","3,317",482,False,False,False,False,False,True
2028,5,4/2/2020,"4,933","3,838","3,305",533,False,False,False,True,False,False
2029,6,4/3/2020,"4,665","3,498","2,975",523,False,False,False,False,False,False
2030,7,4/4/2020,"3,366","2,536","2,175",361,False,True,False,False,False,False
2031,1,4/5/2020,"3,976","3,045","2,644",401,False,False,True,False,False,False
2032,2,4/6/2020,"4,981","3,921","3,351",570,True,False,False,False,False,False
2033,3,4/7/2020,"5,331","4,144","3,552",592,False,False,False,False,True,False
2034,4,4/8/2020,"5,331","4,203","3,656",547,False,False,False,False,False,True
2035,5,4/9/2020,"5,063","3,982","3,426",556,False,False,False,True,False,False
2036,6,4/10/2020,"4,252","3,354","2,869",485,False,False,False,False,False,False
2037,7,4/11/2020,"3,656","2,712","2,279",433,False,True,False,False,False,False
2038,1,4/12/2020,"4,152","3,125","2,666",459,False,False,True,False,False,False
2039,2,4/13/2020,"5,089","3,922","3,379",543,True,False,False,False,False,False
2040,3,4/14/2020,"5,491","4,314","3,721",593,False,False,False,False,True,False
2041,4,4/15/2020,"5,665","4,424","3,754",670,False,False,False,False,False,True
2042,5,4/16/2020,"5,423","4,203","3,592",611,False,False,False,True,False,False
2043,6,4/17/2020,"4,688","3,682","3,146",536,False,False,False,False,False,False
2044,7,4/18/2020,"4,055","3,007","2,521",486,False,True,False,False,False,False
2045,1,4/19/2020,"4,830","3,671","3,057",614,False,False,True,False,False,False
2046,2,4/20/2020,"5,908","4,517","3,869",648,True,False,False,False,False,False
2047,3,4/21/2020,"5,633","4,377","3,722",655,False,False,False,False,True,False
2048,4,4/22/2020,"5,786","4,520","3,856",664,False,False,False,False,False,True
2049,5,4/23/2020,"5,967","4,758","4,074",684,False,False,False,True,False,False
2050,6,4/24/2020,"4,937","3,879","3,319",560,False,False,False,False,False,False
2051,7,4/25/2020,"4,327","3,284","2,814",470,False,True,False,False,False,False
2052,1,4/26/2020,"5,086","3,964","3,393",571,False,False,True,False,False,False
2053,2,4/27/2020,"6,038","4,771","4,054",717,True,False,False,False,False,False
2054,3,4/28/2020,"6,324","4,920","4,210",710,False,False,False,False,True,False
2055,4,4/29/2020,"6,062","4,735","4,006",729,False,False,False,False,False,True
2056,5,4/30/2020,"5,520","4,375","3,776",599,False,False,False,True,False,False
2057,6,5/1/2020,"4,670","3,621","3,068",553,False,False,False,False,False,False
2058,7,5/2/2020,"4,171","3,145","2,683",462,False,True,False,False,False,False
2059,1,5/3/2020,"4,716","3,648","3,067",581,False,False,True,False,False,False
2060,2,5/4/2020,"5,939","4,567","3,882",685,True,False,False,False,False,False
2061,3,5/5/2020,"6,361","4,900","4,169",731,False,False,False,False,True,False
2062,4,5/6/2020,"6,659","5,322","4,580",742,False,False,False,False,False,True
2063,5,5/7/2020,"6,264","4,857","4,067",790,False,False,False,True,False,False
2064,6,5/8/2020,"5,359","4,202","3,592",610,False,False,False,False,False,False
2065,7,5/9/2020,"4,593","3,452","2,932",520,False,True,False,False,False,False
2066,1,5/10/2020,"5,092","3,917","3,338",579,False,False,True,False,False,False
2067,2,5/11/2020,"6,563","5,112","4,278",834,True,False,False,False,False,False
2068,3,5/12/2020,"6,124","4,775","4,028",747,False,False,False,False,True,False
2069,4,5/13/2020,"5,817","4,596","3,886",710,False,False,False,False,False,True
2070,5,5/14/2020,"6,057","4,583","3,937",646,False,False,False,True,False,False
2071,6,5/15/2020,"4,958","3,829","3,183",646,False,False,False,False,False,False
2072,7,5/16/2020,"3,651","2,827","2,384",443,False,True,False,False,False,False
2073,1,5/17/2020,"4,248","3,291","2,737",554,False,False,True,False,False,False
2074,2,5/18/2020,"5,624","4,231","3,588",643,True,False,False,False,False,False
2075,3,5/19/2020,"5,595","4,300","3,666",634,False,False,False,False,True,False
2076,4,5/20/2020,"5,213","4,106","3,466",640,False,False,False,False,False,True
2077,5,5/21/2020,"5,156","3,990","3,372",618,False,False,False,True,False,False
2078,6,5/22/2020,"4,350","3,343","2,816",527,False,False,False,False,False,False
2079,7,5/23/2020,"3,446","2,696","2,291",405,False,True,False,False,False,False
2080,1,5/24/2020,"3,945","2,969","2,479",490,False,False,True,False,False,False
2081,2,5/25/2020,"4,639","3,610","3,054",556,True,False,False,False,False,False
2082,3,5/26/2020,"5,224","4,069","3,416",653,False,False,False,False,True,False
2083,4,5/27/2020,"5,242","4,105","3,474",631,False,False,False,False,False,True
2084,5,5/28/2020,"4,939","3,966","3,371",595,False,False,False,True,False,False
2085,6,5/29/2020,"4,387","3,486","2,949",537,False,False,False,False,False,False
2086,7,5/30/2020,"3,327","2,583","2,189",394,False,True,False,False,False,False
2087,1,5/31/2020,"3,692","2,919","2,482",437,False,False,True,False,False,False
2088,2,6/1/2020,"4,734","3,707","3,133",574,True,False,False,False,False,False
2089,3,6/2/2020,"4,727","3,690","3,057",633,False,False,False,False,True,False
2090,4,6/3/2020,"4,994","3,869","3,239",630,False,False,False,False,False,True
2091,5,6/4/2020,"4,767","3,733","3,156",577,False,False,False,True,False,False
2092,6,6/5/2020,"4,124","3,247","2,778",469,False,False,False,False,False,False
2093,7,6/6/2020,"3,230","2,425","2,045",380,False,True,False,False,False,False
2094,1,6/7/2020,"3,906","3,049","2,574",475,False,False,True,False,False,False
2095,2,6/8/2020,"4,895","3,787","3,188",599,True,False,False,False,False,False
2096,3,6/9/2020,"4,871","3,644","3,050",594,False,False,False,False,True,False
2097,4,6/10/2020,"4,989","3,857","3,269",588,False,False,False,False,False,True
2098,5,6/11/2020,"4,633","3,560","3,015",545,False,False,False,True,False,False
2099,6,6/12/2020,"4,475","3,292","2,757",535,False,False,False,False,False,False
2100,7,6/13/2020,"2,967","2,304","1,942",362,False,True,False,False,False,False
2101,1,6/14/2020,"3,507","2,684","2,282",402,False,False,True,False,False,False
2102,2,6/15/2020,"4,337","3,348","2,794",554,True,False,False,False,False,False
2103,3,6/16/2020,"4,470","3,461","2,964",497,False,False,False,False,True,False
2104,4,6/17/2020,"4,439","3,450","2,898",552,False,False,False,False,False,True
2105,5,6/18/2020,"4,895","3,677","3,132",545,False,False,False,True,False,False
2106,6,6/19/2020,"3,924","2,911","2,459",452,False,False,False,False,False,False
2107,7,6/20/2020,"2,827","2,190","1,851",339,False,True,False,False,False,False
2108,1,6/21/2020,"3,481","2,668","2,256",412,False,False,True,False,False,False
2109,2,6/22/2020,"4,627","3,493","2,935",558,True,False,False,False,False,False
2110,3,6/23/2020,"4,561","3,493","2,950",543,False,False,False,False,True,False
2111,4,6/24/2020,"4,626","3,521","2,982",539,False,False,False,False,False,True
2112,5,6/25/2020,"4,137","3,215","2,668",547,False,False,False,True,False,False
2113,6,6/26/2020,"3,555","2,675","2,248",427,False,False,False,False,False,False
2114,7,6/27/2020,"2,671","1,999","1,680",319,False,True,False,False,False,False
2115,1,6/28/2020,"3,486","2,635","2,233",402,False,False,True,False,False,False
2116,2,6/29/2020,"4,000","3,119","2,616",503,True,False,False,False,False,False
2117,3,6/30/2020,"3,828","3,013","2,553",460,False,False,False,False,True,False
2118,4,7/1/2020,"3,935","3,049","2,599",450,False,False,False,False,False,True
2119,5,7/2/2020,"3,633","2,881","2,397",484,False,False,False,True,False,False
2120,6,7/3/2020,"2,997","2,286","1,932",354,False,False,False,False,False,False
2121,7,7/4/2020,"2,194","1,704","1,420",284,False,True,False,False,False,False
2122,1,7/5/2020,"2,948","2,198","1,836",362,False,False,True,False,False,False
2123,2,7/6/2020,"4,049","3,215","2,724",491,True,False,False,False,False,False
2124,3,7/7/2020,"3,792","2,998","2,485",513,False,False,False,False,True,False
2125,4,7/8/2020,"4,029","3,096","2,613",483,False,False,False,False,False,True
2126,5,7/9/2020,"3,945","3,039","2,587",452,False,False,False,True,False,False
2127,6,7/10/2020,"3,523","2,620","2,173",447,False,False,False,False,False,False
2128,7,7/11/2020,"2,646","1,981","1,665",316,False,True,False,False,False,False
2129,1,7/12/2020,"3,454","2,611","2,213",398,False,False,True,False,False,False
2130,2,7/13/2020,"3,703","2,916","2,459",457,True,False,False,False,False,False
2131,3,7/14/2020,"3,680","2,853","2,397",456,False,False,False,False,True,False
2132,4,7/15/2020,"3,479","2,627","2,196",431,False,False,False,False,False,True
2133,5,7/16/2020,"3,756","2,916","2,463",453,False,False,False,True,False,False
2134,6,7/17/2020,"3,289","2,557","2,122",435,False,False,False,False,False,False
2135,7,7/18/2020,"2,416","1,892","1,606",286,False,True,False,False,False,False
2136,1,7/19/2020,"2,793","2,197","1,892",305,False,False,True,False,False,False
2137,2,7/20/2020,"3,749","2,881","2,428",453,True,False,False,False,False,False
2138,3,7/21/2020,"3,786","2,889","2,450",439,False,False,False,False,True,False
2139,4,7/22/2020,"4,002","3,039","2,566",473,False,False,False,False,False,True
2140,5,7/23/2020,"3,823","3,033","2,525",508,False,False,False,True,False,False
2141,6,7/24/2020,"3,430","2,623","2,262",361,False,False,False,False,False,False
2142,7,7/25/2020,"2,400","1,767","1,487",280,False,True,False,False,False,False
2143,1,7/26/2020,"2,835","2,207","1,869",338,False,False,True,False,False,False
2144,2,7/27/2020,"4,001","3,031","2,523",508,True,False,False,False,False,False
2145,3,7/28/2020,"3,795","2,969","2,525",444,False,False,False,False,True,False
2146,4,7/29/2020,"3,903","3,010","2,591",419,False,False,False,False,False,True
2147,5,7/30/2020,"3,397","2,687","2,265",422,False,False,False,True,False,False
2148,6,7/31/2020,"3,005","2,317","1,887",430,False,False,False,False,False,False
2149,7,8/1/2020,"2,305","1,750","1,479",271,False,True,False,False,False,False
2150,1,8/2/2020,"2,696","1,993","1,701",292,False,False,True,False,False,False
2151,2,8/3/2020,"3,866","2,814","2,368",446,True,False,False,False,False,False
2152,3,8/4/2020,"3,826","2,845","2,400",445,False,False,False,False,True,False
2153,4,8/5/2020,"3,673","2,774","2,334",440,False,False,False,False,False,True
2154,5,8/6/2020,"3,660","2,625","2,189",436,False,False,False,True,False,False
2155,6,8/7/2020,"3,136","2,364","1,941",423,False,False,False,False,False,False
2156,7,8/8/2020,"2,223","1,628","1,354",274,False,True,False,False,False,False
2157,1,8/9/2020,"2,623","1,941","1,644",297,False,False,True,False,False,False
2158,2,8/10/2020,"3,638","2,745","2,325",420,True,False,False,False,False,False
2159,3,8/11/2020,"3,740","2,742","2,258",484,False,False,False,False,True,False
2160,4,8/12/2020,"3,767","2,904","2,477",427,False,False,False,False,False,True
2161,5,8/13/2020,"3,621","2,780","2,322",458,False,False,False,True,False,False
2162,6,8/14/2020,"2,971","2,308","1,922",386,False,False,False,False,False,False
2163,7,8/15/2020,"2,221","1,696","1,373",323,False,True,False,False,False,False
2164,1,8/16/2020,"2,724","2,037","1,686",351,False,False,True,False,False,False
2165,2,8/17/2020,"3,456","2,638","2,181",457,True,False,False,False,False,False
2166,3,8/18/2020,"3,581","2,683","2,184",499,False,False,False,False,True,False
2167,4,8/19/2020,"2,064","1,564","1,297",267,False,False,False,False,False,True
