Row,Day.Of.Week,Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday
368,4,9/16/2015,"4,504","3,356","2,902",454,False,False,False,False,False,True
369,5,9/17/2015,"4,379","3,240","2,736",504,False,False,False,True,False,False
370,6,9/18/2015,"3,391","2,428","2,024",404,False,False,False,False,False,False
371,7,9/19/2015,"2,045","1,513","1,278",235,False,True,False,False,False,False
372,1,9/20/2015,"2,721","2,081","1,817",264,False,False,True,False,False,False
373,2,9/21/2015,"4,630","3,535","2,998",537,True,False,False,False,False,False
374,3,9/22/2015,"4,748","3,540","3,004",536,False,False,False,False,True,False
375,4,9/23/2015,"4,702","3,377","2,893",484,False,False,False,False,False,True
376,5,9/24/2015,"4,440","3,309","2,827",482,False,False,False,True,False,False
377,6,9/25/2015,"3,513","2,518","2,116",402,False,False,False,False,False,False
378,7,9/26/2015,"2,253","1,633","1,395",238,False,True,False,False,False,False
379,1,9/27/2015,"3,141","2,291","1,980",311,False,False,True,False,False,False
380,2,9/28/2015,"5,122","3,808","3,289",519,True,False,False,False,False,False
381,3,9/29/2015,"5,151","3,868","3,305",563,False,False,False,False,True,False
382,4,9/30/2015,"4,969","3,703","3,182",521,False,False,False,False,False,True
383,5,10/1/2015,"4,619","3,365","2,876",489,False,False,False,True,False,False
384,6,10/2/2015,"3,443","2,598","2,196",402,False,False,False,False,False,False
385,7,10/3/2015,"2,302","1,754","1,503",251,False,True,False,False,False,False
386,1,10/4/2015,"3,291","2,506","2,173",333,False,False,True,False,False,False
387,2,10/5/2015,"5,206","3,737","3,170",567,True,False,False,False,False,False
388,3,10/6/2015,"5,474","3,940","3,337",603,False,False,False,False,True,False
389,4,10/7/2015,"5,400","3,934","3,350",584,False,False,False,False,False,True
390,5,10/8/2015,"5,334","3,821","3,244",577,False,False,False,True,False,False
391,6,10/9/2015,"4,174","3,022","2,547",475,False,False,False,False,False,False
392,7,10/10/2015,"2,571","1,853","1,597",256,False,True,False,False,False,False
393,1,10/11/2015,"3,572","2,636","2,283",353,False,False,True,False,False,False
394,2,10/12/2015,"5,018","3,788","3,241",547,True,False,False,False,False,False
395,3,10/13/2015,"5,565","4,159","3,536",623,False,False,False,False,True,False
396,4,10/14/2015,"5,420","4,048","3,403",645,False,False,False,False,False,True
397,5,10/15/2015,"5,366","3,908","3,331",577,False,False,False,True,False,False
398,6,10/16/2015,"4,091","3,002","2,507",495,False,False,False,False,False,False
399,7,10/17/2015,"2,824","2,087","1,770",317,False,True,False,False,False,False
400,1,10/18/2015,"3,843","2,825","2,441",384,False,False,True,False,False,False
401,2,10/19/2015,"5,516","4,140","3,491",649,True,False,False,False,False,False
402,3,10/20/2015,"5,572","4,121","3,460",661,False,False,False,False,True,False
403,4,10/21/2015,"5,243","3,882","3,298",584,False,False,False,False,False,True
404,5,10/22/2015,"5,133","3,720","3,104",616,False,False,False,True,False,False
405,6,10/23/2015,"4,084","2,947","2,441",506,False,False,False,False,False,False
406,7,10/24/2015,"2,739","1,978","1,647",331,False,True,False,False,False,False
407,1,10/25/2015,"3,781","2,857","2,435",422,False,False,True,False,False,False
408,2,10/26/2015,"5,684","4,073","3,417",656,True,False,False,False,False,False
409,3,10/27/2015,"5,687","4,179","3,534",645,False,False,False,False,True,False
410,4,10/28/2015,"5,906","4,266","3,614",652,False,False,False,False,False,True
411,5,10/29/2015,"5,541","4,020","3,368",652,False,False,False,True,False,False
412,6,10/30/2015,"4,171","3,043","2,501",542,False,False,False,False,False,False
413,7,10/31/2015,"2,586","1,820","1,496",324,False,True,False,False,False,False
414,1,11/1/2015,"3,838","2,922","2,456",466,False,False,True,False,False,False
415,2,11/2/2015,"5,675","4,076","3,419",657,True,False,False,False,False,False
416,3,11/3/2015,"5,624","4,178","3,504",674,False,False,False,False,True,False
417,4,11/4/2015,"5,794","4,316","3,670",646,False,False,False,False,False,True
418,5,11/5/2015,"5,389","4,031","3,379",652,False,False,False,True,False,False
419,6,11/6/2015,"4,305","3,047","2,522",525,False,False,False,False,False,False
420,7,11/7/2015,"3,281","2,202","1,854",348,False,True,False,False,False,False
421,1,11/8/2015,"3,790","2,837","2,418",419,False,False,True,False,False,False
422,2,11/9/2015,"5,894","4,203","3,487",716,True,False,False,False,False,False
423,3,11/10/2015,"5,461","4,048","3,388",660,False,False,False,False,True,False
424,4,11/11/2015,"5,206","3,869","3,219",650,False,False,False,False,False,True
425,5,11/12/2015,"5,228","3,929","3,281",648,False,False,False,True,False,False
426,6,11/13/2015,"4,097","2,971","2,436",535,False,False,False,False,False,False
427,7,11/14/2015,"2,694","1,964","1,616",348,False,True,False,False,False,False
428,1,11/15/2015,"3,893","2,930","2,483",447,False,False,True,False,False,False
429,2,11/16/2015,"6,185","4,550","3,872",678,True,False,False,False,False,False
430,3,11/17/2015,"6,178","4,503","3,795",708,False,False,False,False,True,False
431,4,11/18/2015,"6,067","4,397","3,693",704,False,False,False,False,False,True
432,5,11/19/2015,"5,656","4,166","3,487",679,False,False,False,True,False,False
433,6,11/20/2015,"4,398","3,173","2,645",528,False,False,False,False,False,False
434,7,11/21/2015,"2,836","2,086","1,741",345,False,True,False,False,False,False
435,1,11/22/2015,"3,896","2,927","2,424",503,False,False,True,False,False,False
436,2,11/23/2015,"5,814","4,236","3,543",693,True,False,False,False,False,False
437,3,11/24/2015,"5,879","4,140","3,475",665,False,False,False,False,True,False
438,4,11/25/2015,"4,800","3,457","2,836",621,False,False,False,False,False,True
439,5,11/26/2015,"3,838","2,825","2,334",491,False,False,False,True,False,False
440,6,11/27/2015,"3,576","2,579","2,118",461,False,False,False,False,False,False
441,7,11/28/2015,"2,799","1,974","1,652",322,False,True,False,False,False,False
442,1,11/29/2015,"4,228","3,127","2,605",522,False,False,True,False,False,False
443,2,11/30/2015,"6,331","4,570","3,817",753,True,False,False,False,False,False
444,3,12/1/2015,"6,380","4,743","4,027",716,False,False,False,False,True,False
445,4,12/2/2015,"6,314","4,829","4,039",790,False,False,False,False,False,True
446,5,12/3/2015,"6,160","4,584","3,835",749,False,False,False,True,False,False
447,6,12/4/2015,"4,859","3,615","2,995",620,False,False,False,False,False,False
448,7,12/5/2015,"3,317","2,468","2,040",428,False,True,False,False,False,False
449,1,12/6/2015,"4,715","3,550","2,972",578,False,False,True,False,False,False
450,2,12/7/2015,"6,940","5,136","4,303",833,True,False,False,False,False,False
451,3,12/8/2015,"6,551","4,866","4,068",798,False,False,False,False,True,False
452,4,12/9/2015,"6,327","4,761","3,961",800,False,False,False,False,False,True
453,5,12/10/2015,"6,212","4,578","3,830",748,False,False,False,True,False,False
454,6,12/11/2015,"4,687","3,388","2,771",617,False,False,False,False,False,False
455,7,12/12/2015,"3,014","2,283","1,856",427,False,True,False,False,False,False
456,1,12/13/2015,"4,132","3,064","2,548",516,False,False,True,False,False,False
457,2,12/14/2015,"5,989","4,330","3,606",724,True,False,False,False,False,False
458,3,12/15/2015,"5,331","3,967","3,309",658,False,False,False,False,True,False
459,4,12/16/2015,"5,183","3,665","3,025",640,False,False,False,False,False,True
460,5,12/17/2015,"4,769","3,515","2,917",598,False,False,False,True,False,False
461,6,12/18/2015,"3,627","2,518","2,071",447,False,False,False,False,False,False
462,7,12/19/2015,"1,857","1,319","1,087",232,False,True,False,False,False,False
463,1,12/20/2015,"2,221","1,489","1,204",285,False,False,True,False,False,False
464,2,12/21/2015,"3,335","2,335","1,906",429,True,False,False,False,False,False
465,3,12/22/2015,"2,883","2,047","1,639",408,False,False,False,False,True,False
466,4,12/23/2015,"2,353","1,621","1,312",309,False,False,False,False,False,True
467,5,12/24/2015,"1,578","1,099",886,213,False,False,False,True,False,False
468,6,12/25/2015,"1,017",724,586,138,False,False,False,False,False,False
469,7,12/26/2015,"1,334",936,760,176,False,True,False,False,False,False
470,1,12/27/2015,"1,690","1,155",947,208,False,False,True,False,False,False
471,2,12/28/2015,"2,838","1,829","1,474",355,True,False,False,False,False,False
472,3,12/29/2015,"2,815","1,786","1,419",367,False,False,False,False,True,False
473,4,12/30/2015,"2,382","1,618","1,292",326,False,False,False,False,False,True
474,5,12/31/2015,"1,587","1,035",809,226,False,False,False,True,False,False
475,6,1/1/2016,"1,411",960,786,174,False,False,False,False,False,False
476,7,1/2/2016,"1,838","1,197",969,228,False,True,False,False,False,False
477,1,1/3/2016,"2,180","1,562","1,279",283,False,False,True,False,False,False
478,2,1/4/2016,"3,587","2,494","2,037",457,True,False,False,False,False,False
479,3,1/5/2016,"3,855","2,742","2,230",512,False,False,False,False,True,False
480,4,1/6/2016,"3,840","2,628","2,127",501,False,False,False,False,False,True
481,5,1/7/2016,"3,735","2,746","2,258",488,False,False,False,True,False,False
482,6,1/8/2016,"3,223","2,286","1,860",426,False,False,False,False,False,False
483,7,1/9/2016,"2,207","1,531","1,280",251,False,True,False,False,False,False
484,1,1/10/2016,"2,814","2,000","1,661",339,False,False,True,False,False,False
485,2,1/11/2016,"4,007","2,976","2,444",532,True,False,False,False,False,False
486,3,1/12/2016,"4,119","2,961","2,385",576,False,False,False,False,True,False
487,4,1/13/2016,"4,338","3,164","2,631",533,False,False,False,False,False,True
488,5,1/14/2016,"4,432","2,962","2,418",544,False,False,False,True,False,False
489,6,1/15/2016,"3,306","2,349","1,866",483,False,False,False,False,False,False
490,7,1/16/2016,"2,223","1,557","1,262",295,False,True,False,False,False,False
491,1,1/17/2016,"2,757","2,002","1,635",367,False,False,True,False,False,False
492,2,1/18/2016,"4,047","2,898","2,373",525,True,False,False,False,False,False
493,3,1/19/2016,"4,489","3,190","2,566",624,False,False,False,False,True,False
494,4,1/20/2016,"4,588","3,232","2,656",576,False,False,False,False,False,True
495,5,1/21/2016,"4,398","3,106","2,561",545,False,False,False,True,False,False
496,6,1/22/2016,"3,340","2,455","1,990",465,False,False,False,False,False,False
497,7,1/23/2016,"2,344","1,639","1,338",301,False,True,False,False,False,False
498,1,1/24/2016,"2,973","2,094","1,736",358,False,False,True,False,False,False
499,2,1/25/2016,"4,638","3,205","2,649",556,True,False,False,False,False,False
500,3,1/26/2016,"4,791","3,409","2,834",575,False,False,False,False,True,False
501,4,1/27/2016,"5,104","3,768","3,197",571,False,False,False,False,False,True
502,5,1/28/2016,"4,621","3,439","2,876",563,False,False,False,True,False,False
503,6,1/29/2016,"3,831","2,715","2,232",483,False,False,False,False,False,False
504,7,1/30/2016,"2,295","1,690","1,400",290,False,True,False,False,False,False
505,1,1/31/2016,"3,235","2,462","2,050",412,False,False,True,False,False,False
506,2,2/1/2016,"4,918","3,640","3,060",580,True,False,False,False,False,False
507,3,2/2/2016,"5,127","3,783","3,195",588,False,False,False,False,True,False
508,4,2/3/2016,"4,794","3,575","2,999",576,False,False,False,False,False,True
509,5,2/4/2016,"4,788","3,420","2,848",572,False,False,False,True,False,False
510,6,2/5/2016,"3,948","2,727","2,256",471,False,False,False,False,False,False
511,7,2/6/2016,"2,383","1,765","1,477",288,False,True,False,False,False,False
512,1,2/7/2016,"2,950","2,231","1,839",392,False,False,True,False,False,False
513,2,2/8/2016,"4,905","3,592","3,024",568,True,False,False,False,False,False
514,3,2/9/2016,"5,353","3,931","3,299",632,False,False,False,False,True,False
515,4,2/10/2016,"5,492","4,007","3,358",649,False,False,False,False,False,True
516,5,2/11/2016,"5,052","3,628","3,019",609,False,False,False,True,False,False
517,6,2/12/2016,"3,764","2,807","2,300",507,False,False,False,False,False,False
518,7,2/13/2016,"2,458","1,788","1,459",329,False,True,False,False,False,False
519,1,2/14/2016,"3,098","2,277","1,866",411,False,False,True,False,False,False
520,2,2/15/2016,"4,951","3,652","3,039",613,True,False,False,False,False,False
521,3,2/16/2016,"5,495","4,000","3,304",696,False,False,False,False,True,False
522,4,2/17/2016,"5,505","4,062","3,375",687,False,False,False,False,False,True
523,5,2/18/2016,"5,188","3,812","3,156",656,False,False,False,True,False,False
524,6,2/19/2016,"4,002","2,932","2,377",555,False,False,False,False,False,False
525,7,2/20/2016,"2,607","1,888","1,537",351,False,True,False,False,False,False
526,1,2/21/2016,"3,906","2,838","2,355",483,False,False,True,False,False,False
527,2,2/22/2016,"6,360","4,432","3,684",748,True,False,False,False,False,False
528,3,2/23/2016,"6,046","4,460","3,714",746,False,False,False,False,True,False
529,4,2/24/2016,"5,938","4,309","3,499",810,False,False,False,False,False,True
530,5,2/25/2016,"5,325","3,892","3,199",693,False,False,False,True,False,False
531,6,2/26/2016,"4,165","3,048","2,490",558,False,False,False,False,False,False
532,7,2/27/2016,"2,829","2,096","1,726",370,False,True,False,False,False,False
533,1,2/28/2016,"4,090","2,979","2,462",517,False,False,True,False,False,False
534,2,2/29/2016,"5,734","4,224","3,493",731,True,False,False,False,False,False
535,3,3/1/2016,"6,214","4,474","3,731",743,False,False,False,False,True,False
536,4,3/2/2016,"5,906","4,333","3,597",736,False,False,False,False,False,True
537,5,3/3/2016,"5,814","4,191","3,419",772,False,False,False,True,False,False
538,6,3/4/2016,"4,507","3,188","2,624",564,False,False,False,False,False,False
539,7,3/5/2016,"2,859","2,064","1,718",346,False,True,False,False,False,False
540,1,3/6/2016,"3,897","2,806","2,326",480,False,False,True,False,False,False
541,2,3/7/2016,"5,849","4,240","3,503",737,True,False,False,False,False,False
542,3,3/8/2016,"6,264","4,526","3,743",783,False,False,False,False,True,False
543,4,3/9/2016,"6,062","4,404","3,624",780,False,False,False,False,False,True
544,5,3/10/2016,"5,685","4,159","3,415",744,False,False,False,True,False,False
545,6,3/11/2016,"4,391","3,241","2,627",614,False,False,False,False,False,False
546,7,3/12/2016,"2,880","2,046","1,638",408,False,True,False,False,False,False
547,1,3/13/2016,"3,740","2,673","2,163",510,False,False,True,False,False,False
548,2,3/14/2016,"5,710","4,261","3,469",792,True,False,False,False,False,False
549,3,3/15/2016,"5,168","3,778","3,047",731,False,False,False,False,True,False
550,4,3/16/2016,"5,577","4,062","3,287",775,False,False,False,False,False,True
551,5,3/17/2016,"5,238","3,827","3,134",693,False,False,False,True,False,False
552,6,3/18/2016,"3,931","2,871","2,320",551,False,False,False,False,False,False
553,7,3/19/2016,"2,606","1,892","1,568",324,False,True,False,False,False,False
554,1,3/20/2016,"3,149","2,410","2,028",382,False,False,True,False,False,False
555,2,3/21/2016,"5,565","3,968","3,274",694,True,False,False,False,False,False
556,3,3/22/2016,"5,281","3,770","3,035",735,False,False,False,False,True,False
557,4,3/23/2016,"5,202","3,780","3,146",634,False,False,False,False,False,True
558,5,3/24/2016,"4,581","3,203","2,649",554,False,False,False,True,False,False
559,6,3/25/2016,"3,264","2,281","1,847",434,False,False,False,False,False,False
560,7,3/26/2016,"2,344","1,759","1,393",366,False,True,False,False,False,False
561,1,3/27/2016,"3,112","2,311","1,890",421,False,False,True,False,False,False
562,2,3/28/2016,"5,051","3,655","2,985",670,True,False,False,False,False,False
563,3,3/29/2016,"5,333","3,944","3,217",727,False,False,False,False,True,False
564,4,3/30/2016,"5,671","4,078","3,369",709,False,False,False,False,False,True
565,5,3/31/2016,"5,097","3,707","3,026",681,False,False,False,True,False,False
566,6,4/1/2016,"4,555","2,971","2,408",563,False,False,False,False,False,False
567,7,4/2/2016,"2,987","2,129","1,737",392,False,True,False,False,False,False
568,1,4/3/2016,"4,257","2,964","2,421",543,False,False,True,False,False,False
569,2,4/4/2016,"5,804","4,216","3,426",790,True,False,False,False,False,False
570,3,4/5/2016,"5,885","4,379","3,597",782,False,False,False,False,True,False
571,4,4/6/2016,"6,054","4,293","3,522",771,False,False,False,False,False,True
572,5,4/7/2016,"5,791","4,147","3,422",725,False,False,False,True,False,False
573,6,4/8/2016,"4,741","3,430","2,820",610,False,False,False,False,False,False
574,7,4/9/2016,"2,946","2,140","1,740",400,False,True,False,False,False,False
575,1,4/10/2016,"4,071","2,864","2,330",534,False,False,True,False,False,False
576,2,4/11/2016,"6,265","4,503","3,667",836,True,False,False,False,False,False
577,3,4/12/2016,"6,298","4,626","3,769",857,False,False,False,False,True,False
578,4,4/13/2016,"6,495","4,628","3,791",837,False,False,False,False,False,True
579,5,4/14/2016,"5,536","4,189","3,431",758,False,False,False,True,False,False
580,6,4/15/2016,"4,737","3,447","2,785",662,False,False,False,False,False,False
581,7,4/16/2016,"3,232","2,333","1,862",471,False,True,False,False,False,False
582,1,4/17/2016,"4,201","3,093","2,504",589,False,False,True,False,False,False
583,2,4/18/2016,"6,806","4,769","3,920",849,True,False,False,False,False,False
584,3,4/19/2016,"6,769","4,817","3,940",877,False,False,False,False,True,False
585,4,4/20/2016,"6,581","4,824","3,926",898,False,False,False,False,False,True
586,5,4/21/2016,"6,254","4,537","3,707",830,False,False,False,True,False,False
587,6,4/22/2016,"5,163","3,685","3,009",676,False,False,False,False,False,False
588,7,4/23/2016,"3,851","2,595","2,113",482,False,True,False,False,False,False
589,1,4/24/2016,"4,695","3,386","2,761",625,False,False,True,False,False,False
590,2,4/25/2016,"7,098","5,224","4,237",987,True,False,False,False,False,False
591,3,4/26/2016,"7,156","5,392","4,468",924,False,False,False,False,True,False
592,4,4/27/2016,"6,836","5,056","4,130",926,False,False,False,False,False,True
593,5,4/28/2016,"6,329","4,724","3,892",832,False,False,False,True,False,False
594,6,4/29/2016,"4,990","3,608","2,922",686,False,False,False,False,False,False
595,7,4/30/2016,"3,536","2,489","1,993",496,False,True,False,False,False,False
596,1,5/1/2016,"4,366","3,236","2,605",631,False,False,True,False,False,False
597,2,5/2/2016,"6,510","4,786","3,909",877,True,False,False,False,False,False
598,3,5/3/2016,"6,855","4,962","4,085",877,False,False,False,False,True,False
599,4,5/4/2016,"6,599","4,651","3,744",907,False,False,False,False,False,True
600,5,5/5/2016,"5,510","4,105","3,375",730,False,False,False,True,False,False
601,6,5/6/2016,"4,549","3,245","2,639",606,False,False,False,False,False,False
602,7,5/7/2016,"3,064","2,167","1,760",407,False,True,False,False,False,False
603,1,5/8/2016,"3,633","2,663","2,180",483,False,False,True,False,False,False
604,2,5/9/2016,"5,838","4,283","3,489",794,True,False,False,False,False,False
605,3,5/10/2016,"6,026","4,336","3,581",755,False,False,False,False,True,False
606,4,5/11/2016,"5,780","4,226","3,479",747,False,False,False,False,False,True
607,5,5/12/2016,"5,131","3,781","3,101",680,False,False,False,True,False,False
608,6,5/13/2016,"3,928","2,845","2,294",551,False,False,False,False,False,False
609,7,5/14/2016,"2,636","1,930","1,552",378,False,True,False,False,False,False
610,1,5/15/2016,"3,278","2,366","1,922",444,False,False,True,False,False,False
611,2,5/16/2016,"4,785","3,560","2,882",678,True,False,False,False,False,False
612,3,5/17/2016,"4,886","3,601","2,914",687,False,False,False,False,True,False
613,4,5/18/2016,"5,145","3,672","2,987",685,False,False,False,False,False,True
614,5,5/19/2016,"5,849","4,211","3,484",727,False,False,False,True,False,False
615,6,5/20/2016,"4,456","3,324","2,725",599,False,False,False,False,False,False
616,7,5/21/2016,"2,960","2,138","1,716",422,False,True,False,False,False,False
617,1,5/22/2016,"3,885","2,860","2,338",522,False,False,True,False,False,False
618,2,5/23/2016,"5,857","4,155","3,368",787,True,False,False,False,False,False
619,3,5/24/2016,"6,162","4,345","3,526",819,False,False,False,False,True,False
620,4,5/25/2016,"6,014","4,254","3,398",856,False,False,False,False,False,True
621,5,5/26/2016,"5,652","4,119","3,385",734,False,False,False,True,False,False
622,6,5/27/2016,"4,793","3,340","2,692",648,False,False,False,False,False,False
623,7,5/28/2016,"2,819","1,995","1,611",384,False,True,False,False,False,False
624,1,5/29/2016,"3,687","2,546","2,067",479,False,False,True,False,False,False
625,2,5/30/2016,"4,851","3,399","2,701",698,True,False,False,False,False,False
626,3,5/31/2016,"5,775","4,216","3,413",803,False,False,False,False,True,False
627,4,6/1/2016,"5,443","3,962","3,193",769,False,False,False,False,False,True
628,5,6/2/2016,"5,590","3,959","3,176",783,False,False,False,True,False,False
629,6,6/3/2016,"4,482","3,164","2,489",675,False,False,False,False,False,False
630,7,6/4/2016,"2,792","1,947","1,533",414,False,True,False,False,False,False
631,1,6/5/2016,"3,371","2,449","1,979",470,False,False,True,False,False,False
632,2,6/6/2016,"5,547","3,832","3,036",796,True,False,False,False,False,False
633,3,6/7/2016,"5,468","3,954","3,226",728,False,False,False,False,True,False
634,4,6/8/2016,"5,104","3,751","3,064",687,False,False,False,False,False,True
635,5,6/9/2016,"4,728","3,485","2,812",673,False,False,False,True,False,False
636,6,6/10/2016,"4,024","2,855","2,290",565,False,False,False,False,False,False
637,7,6/11/2016,"2,350","1,677","1,348",329,False,True,False,False,False,False
638,1,6/12/2016,"3,234","2,196","1,779",417,False,False,True,False,False,False
639,2,6/13/2016,"4,948","3,550","2,790",760,True,False,False,False,False,False
640,3,6/14/2016,"5,247","3,760","3,052",708,False,False,False,False,True,False
641,4,6/15/2016,"5,003","3,557","2,810",747,False,False,False,False,False,True
642,5,6/16/2016,"4,816","3,482","2,775",707,False,False,False,True,False,False
643,6,6/17/2016,"4,208","2,818","2,267",551,False,False,False,False,False,False
644,7,6/18/2016,"2,454","1,668","1,357",311,False,True,False,False,False,False
645,1,6/19/2016,"2,763","1,919","1,506",413,False,False,True,False,False,False
646,2,6/20/2016,"4,954","3,522","2,829",693,True,False,False,False,False,False
647,3,6/21/2016,"4,903","3,470","2,793",677,False,False,False,False,True,False
648,4,6/22/2016,"4,907","3,464","2,772",692,False,False,False,False,False,True
649,5,6/23/2016,"4,625","3,336","2,669",667,False,False,False,True,False,False
650,6,6/24/2016,"3,497","2,482","1,947",535,False,False,False,False,False,False
651,7,6/25/2016,"1,826","1,358","1,101",257,False,True,False,False,False,False
652,1,6/26/2016,"2,307","1,721","1,356",365,False,False,True,False,False,False
653,2,6/27/2016,"4,368","3,078","2,433",645,True,False,False,False,False,False
654,3,6/28/2016,"4,233","3,091","2,466",625,False,False,False,False,True,False
655,4,6/29/2016,"4,187","2,948","2,377",571,False,False,False,False,False,True
656,5,6/30/2016,"3,811","2,726","2,135",591,False,False,False,True,False,False
657,6,7/1/2016,"3,179","2,226","1,730",496,False,False,False,False,False,False
658,7,7/2/2016,"1,615","1,039",814,225,False,True,False,False,False,False
659,1,7/3/2016,"1,788","1,307","1,028",279,False,False,True,False,False,False
660,2,7/4/2016,"2,959","2,144","1,653",491,True,False,False,False,False,False
661,3,7/5/2016,"3,947","2,840","2,235",605,False,False,False,False,True,False
662,4,7/6/2016,"3,841","2,821","2,248",573,False,False,False,False,False,True
663,5,7/7/2016,"3,729","2,700","2,148",552,False,False,False,True,False,False
664,6,7/8/2016,"3,324","2,381","1,891",490,False,False,False,False,False,False
665,7,7/9/2016,"1,795","1,305","1,036",269,False,True,False,False,False,False
666,1,7/10/2016,"2,373","1,655","1,321",334,False,False,True,False,False,False
667,2,7/11/2016,"4,101","2,855","2,208",647,True,False,False,False,False,False
668,3,7/12/2016,"4,241","2,960","2,352",608,False,False,False,False,True,False
669,4,7/13/2016,"4,478","3,189","2,578",611,False,False,False,False,False,True
670,5,7/14/2016,"3,961","2,814","2,214",600,False,False,False,True,False,False
671,6,7/15/2016,"3,367","2,325","1,796",529,False,False,False,False,False,False
672,7,7/16/2016,"1,828","1,222",951,271,False,True,False,False,False,False
673,1,7/17/2016,"2,344","1,636","1,319",317,False,False,True,False,False,False
674,2,7/18/2016,"4,415","3,007","2,382",625,True,False,False,False,False,False
675,3,7/19/2016,"4,403","3,151","2,502",649,False,False,False,False,True,False
676,4,7/20/2016,"4,244","3,082","2,450",632,False,False,False,False,False,True
677,5,7/21/2016,"4,322","3,077","2,404",673,False,False,False,True,False,False
678,6,7/22/2016,"3,456","2,431","1,936",495,False,False,False,False,False,False
679,7,7/23/2016,"2,068","1,407","1,099",308,False,True,False,False,False,False
680,1,7/24/2016,"2,568","1,755","1,374",381,False,False,True,False,False,False
681,2,7/25/2016,"4,770","3,320","2,628",692,True,False,False,False,False,False
682,3,7/26/2016,"4,621","3,277","2,595",682,False,False,False,False,True,False
683,4,7/27/2016,"4,470","3,164","2,513",651,False,False,False,False,False,True
684,5,7/28/2016,"4,307","3,077","2,459",618,False,False,False,True,False,False
685,6,7/29/2016,"3,370","2,366","1,818",548,False,False,False,False,False,False
686,7,7/30/2016,"1,960","1,341","1,017",324,False,True,False,False,False,False
687,1,7/31/2016,"2,412","1,765","1,423",342,False,False,True,False,False,False
688,2,8/1/2016,"4,504","3,095","2,489",606,True,False,False,False,False,False
689,3,8/2/2016,"4,382","3,138","2,499",639,False,False,False,False,True,False
690,4,8/3/2016,"4,710","3,369","2,697",672,False,False,False,False,False,True
691,5,8/4/2016,"4,324","3,106","2,479",627,False,False,False,True,False,False
692,6,8/5/2016,"3,472","2,497","1,980",517,False,False,False,False,False,False
693,7,8/6/2016,"1,909","1,339","1,081",258,False,True,False,False,False,False
694,1,8/7/2016,"2,365","1,688","1,334",354,False,False,True,False,False,False
695,2,8/8/2016,"4,460","3,056","2,438",618,True,False,False,False,False,False
696,3,8/9/2016,"4,479","3,135","2,482",653,False,False,False,False,True,False
697,4,8/10/2016,"4,510","3,207","2,550",657,False,False,False,False,False,True
698,5,8/11/2016,"4,340","3,111","2,491",620,False,False,False,True,False,False
699,6,8/12/2016,"3,508","2,436","1,933",503,False,False,False,False,False,False
700,7,8/13/2016,"2,030","1,420","1,122",298,False,True,False,False,False,False
701,1,8/14/2016,"2,586","1,749","1,399",350,False,False,True,False,False,False
702,2,8/15/2016,"4,476","2,970","2,346",624,True,False,False,False,False,False
703,3,8/16/2016,"3,232","2,299","1,823",476,False,False,False,False,True,False
704,4,8/17/2016,"4,291","3,106","2,498",608,False,False,False,False,False,True
705,5,8/18/2016,"4,247","2,926","2,327",599,False,False,False,True,False,False
706,6,8/19/2016,"3,477","2,539","2,045",494,False,False,False,False,False,False
707,7,8/20/2016,"2,169","1,470","1,169",301,False,True,False,False,False,False
708,1,8/21/2016,"2,430","1,808","1,453",355,False,False,True,False,False,False
709,2,8/22/2016,"4,358","3,082","2,439",643,True,False,False,False,False,False
710,3,8/23/2016,"4,465","3,249","2,550",699,False,False,False,False,True,False
711,4,8/24/2016,"4,550","3,210","2,615",595,False,False,False,False,False,True
712,5,8/25/2016,"4,147","3,011","2,380",631,False,False,False,True,False,False
713,6,8/26/2016,"3,634","2,532","2,000",532,False,False,False,False,False,False
714,7,8/27/2016,"2,014","1,430","1,141",289,False,True,False,False,False,False
715,1,8/28/2016,"2,687","1,910","1,555",355,False,False,True,False,False,False
716,2,8/29/2016,"4,376","3,115","2,521",594,True,False,False,False,False,False
717,3,8/30/2016,"4,318","3,226","2,622",604,False,False,False,False,True,False
718,4,8/31/2016,"4,441","3,219","2,620",599,False,False,False,False,False,True
719,5,9/1/2016,"4,234","3,116","2,556",560,False,False,False,True,False,False
720,6,9/2/2016,"3,027","2,230","1,762",468,False,False,False,False,False,False
721,7,9/3/2016,"1,966","1,376","1,101",275,False,True,False,False,False,False
722,1,9/4/2016,"2,446","1,761","1,452",309,False,False,True,False,False,False
723,2,9/5/2016,"3,779","2,643","2,145",498,True,False,False,False,False,False
724,3,9/6/2016,"4,619","3,341","2,727",614,False,False,False,False,True,False
725,4,9/7/2016,"4,983","3,584","2,925",659,False,False,False,False,False,True
726,5,9/8/2016,"4,645","3,319","2,716",603,False,False,False,True,False,False
727,6,9/9/2016,"3,612","2,630","2,139",491,False,False,False,False,False,False
728,7,9/10/2016,"2,153","1,577","1,323",254,False,True,False,False,False,False
729,1,9/11/2016,"3,089","2,307","1,978",329,False,False,True,False,False,False
730,2,9/12/2016,"4,580","3,446","2,882",564,True,False,False,False,False,False
731,3,9/13/2016,"4,788","3,625","2,992",633,False,False,False,False,True,False
732,4,9/14/2016,"5,095","3,759","3,113",646,False,False,False,False,False,True
733,5,9/15/2016,"4,668","3,454","2,860",594,False,False,False,True,False,False
