code,title,section,class,subclass,group,main_group
235158,196051,7,4.0,10,29.0,8702.0
161381,50787,5,24.0,5,11.0,39.0
142026,33366,5,2.0,1,71.0,0.0
158875,108039,5,22.0,1,37.0,72.0
134339,68360,4,4.0,6,1.0,22.0
88266,121784,2,2.0,5,11.0,125.0
137577,33308,4,6.0,1,3.0,263.0
245078,26947,8,10.0,16,148.0,43.0
27807,13548,0,63.0,3,15.0,16.0
114147,82491,2,12.0,12,2770.0,34033.0
124599,102935,3,1.0,5,6.0,12.0
167240,6616,5,42.0,2,19.0,95.0
190745,33972,6,5.0,1,2219.0,42081.0
30789,12955,1,1.0,3,2313.0,42.0
147280,202440,5,4.0,3,29.0,524.0
54521,207253,1,29.0,3,2030.0,623.0
83771,212623,1,66.0,1,1.0,3484.0
123181,139631,2,23.0,2,18.0,1683.0
142024,116456,5,2.0,1,7.0,6.0
185215,62555,6,5.0,1,2219.0,23457.0
215968,88441,7,1.0,10,2224.0,48491.0
30642,63915,1,1.0,3,2271.0,27.0
246888,22738,8,10.0,16,261.0,13.0
105413,71218,2,9.0,2,1.0,30.0
90559,155986,2,4.0,1,2111.0,51.0
80056,192057,1,65.0,6,47.0,82.0
248303,56508,8,10.0,16,425.0,117.0
245062,24800,8,10.0,16,148.0,27.0
58636,211232,1,41.0,5,23.0,479.0
151427,101187,5,16.0,3,2121.0,6.0
100751,174255,2,8.0,5,4.0,6572.0
223793,181255,7,1.0,15,12.0,7052.0
211155,28306,7,1.0,8,49.0,22.0
236,98338,0,1.0,1,59.0,2.0
176912,6745,6,1.0,18,1.0,20.0
99295,125087,2,8.0,1,11.0,155.0
113993,101152,2,12.0,12,2770.0,32088.0
6737,216201,0,42.0,1,3.0,125.0
101966,155908,2,8.0,6,59.0,1444.0
184340,13924,6,5.0,1,2219.0,13187.0
190899,60329,6,5.0,1,2219.0,42252.0
63234,93514,1,60.0,6,11.0,20.0
133427,109925,4,4.0,2,3.0,20.0
243656,25862,7,5.0,9,2203.0,769.0
27049,137772,0,63.0,1,37.0,9.0
40294,73608,1,21.0,5,13.0,0.0
56037,136369,1,29.0,10,2031.0,7166.0
166839,113787,5,42.0,1,12.0,12.0
3315,152831,0,22.0,2,11.0,1.0
129351,207674,3,21.0,2,3.0,266.0
150736,128799,5,16.0,2,3.0,24.0
234462,139520,7,4.0,10,2027.0,91.0
252795,85044,8,10.0,17,16.0,491.0
54930,160350,1,29.0,9,2033.0,12.0
196460,189610,6,6.0,9,7.0,10693.0
62073,58761,1,60.0,1,2380.0,18.0
204101,145203,6,11.0,2,2029.0,5606.0
72988,108763,1,63.0,1,5.0,14.0
89359,169045,2,3.0,1,5.0,332.0
147640,8247,5,5.0,1,2240.0,374.0
251592,9024,8,10.0,17,137.0,4757.0
182245,183280,6,3.0,6,5.0,105.0
65562,81766,1,60.0,10,2220.0,30.0
132365,47473,4,3.0,3,11.0,14.0
87448,12411,2,1.0,3,15.0,8.0
65268,27806,1,60.0,9,2370.0,46.0
68653,130905,1,60.0,17,8.0,348.0
249293,1889,8,10.0,16,505.0,873.0
36036,204081,1,1.0,8,8.0,419.0
116439,124059,2,12.0,20,102.0,7.0
223325,131697,7,1.0,14,1.0,1264.0
227286,179538,7,2.0,11,7.0,53878.0
147372,161256,5,4.0,3,9.0,1.0
75743,215221,1,65.0,3,11.0,186.0
187652,35795,6,5.0,1,2219.0,35156.0
223982,138681,7,1.0,15,13.0,62933.0
213015,123529,7,1.0,10,2224.0,54.0
166450,94367,5,41.0,6,1.0,1.0
215023,78898,7,1.0,10,2224.0,37266.0
234008,138814,7,4.0,10,12.0,1822.0
114807,88739,2,12.0,12,2830.0,205.0
1238,161892,0,1.0,6,13.0,243.0
69538,29699,1,60.0,20,2200.0,412.0
214144,37605,7,1.0,10,2224.0,18.0
26772,88763,0,63.0,1,2230.0,20.0
238614,68222,7,4.0,12,19.0,132.0
145156,143912,5,3.0,2,1.0,607.0
101227,184894,2,8.0,6,18.0,3844.0
246530,125132,8,10.0,16,229.0,922.0
125232,148844,3,2.0,6,3.0,443.0
61771,73613,1,60.0,1,1.0,0.0
48999,84879,1,28.0,1,21.0,64.0
123195,148952,2,23.0,2,18.0,1817.0
226960,133403,7,2.0,11,1.0,25.0
74073,37315,1,64.0,2,27.0,4.0
117020,79461,2,12.0,20,113.0,11059.0
161232,105747,5,24.0,3,3.0,8.0
181445,134245,6,3.0,6,15.0,6508.0
217663,36681,7,1.0,10,2224.0,82855.0
141568,124848,5,2.0,1,19.0,14.0
140584,181674,5,1.0,11,2001.0,207.0
98549,90540,2,7.0,9,1.0,12.0
145871,30033,5,4.0,1,2207.0,2.0
94863,96617,2,7.0,2,39.0,42.0
121207,24784,2,12.0,20,602.0,1023.0
237526,210818,7,4.0,12,1.0,47.0
58754,144270,1,41.0,5,31.0,305.0
129259,89991,3,21.0,1,1.0,4.0
15458,172801,0,61.0,1,5.0,681.0
103413,31276,2,8.0,8,5.0,22.0
244585,84588,8,2.0,17,50.0,40.0
209347,108883,7,1.0,8,2209.0,262.0
252892,59200,8,10.0,17,16.0,53883.0
146429,89430,5,4.0,2,14.0,20.0
191043,2602,6,5.0,1,2219.0,43057.0
253165,67705,8,10.0,17,24.0,1359.0
4753,40726,0,23.0,10,3.0,358.0
250742,70151,8,10.0,16,902.0,12.0
225382,48046,7,1.0,17,1.0,14.0
106692,106198,2,9.0,8,2481.0,1.0
179021,137136,6,2.0,5,1.0,13318.0
114027,73023,2,12.0,12,2770.0,32245.0
99469,80308,2,8.0,2,3.0,0.0
241159,22859,7,4.0,15,2201.0,40.0
175130,154602,6,1.0,15,27.0,2688.0
189612,35555,6,5.0,1,2219.0,39515.0
162025,32336,5,24.0,7,8.0,0.0
105706,38088,2,9.0,3,125.0,18.0
51219,97125,1,29.0,2,2945.0,76548.0
33655,137608,1,1.0,8,2.0,6.0
171843,121376,6,1.0,12,21.0,27.0
124520,121725,3,1.0,3,5.0,16.0
202354,186677,6,11.0,1,20.0,10046.0
31357,128881,1,1.0,3,33.0,27.0
12419,79034,0,47.0,10,17.0,10.0
108981,200898,2,10.0,10,1.0,2487.0
93031,128836,2,7.0,2,215.0,64.0
128780,95524,3,7.0,1,2201.0,2086.0
187613,34756,6,5.0,1,2219.0,35113.0
199438,31433,6,9.0,1,11.0,2.0
198788,12532,6,7.0,5,7.0,12.0
180625,149063,6,3.0,2,7.0,3924.0
46152,97203,1,24.0,1,33.0,55.0
134306,95450,4,4.0,5,2203.0,6.0
53795,198405,1,29.0,2,66.0,73132.0
189469,33955,6,5.0,1,2219.0,39356.0
2554,32544,0,1.0,11,2200.0,12.0
79974,96892,1,65.0,6,33.0,6.0
84916,87490,1,67.0,2,3.0,8.0
61824,80204,1,60.0,1,15.0,24.0
79014,33990,1,65.0,5,,
84457,36012,1,66.0,3,1.0,36.0
200810,52172,6,10.0,7,2210.0,31.0
224655,139273,7,1.0,16,3.0,8059.0
260446,62578,8,10.0,17,83.0,9435.0
223830,95732,7,1.0,15,12.0,85.0
75243,148494,1,65.0,1,51.0,148.0
86000,19594,1,81.0,2,2201.0,161.0
4439,101713,0,23.0,9,50.0,30.0
221830,158135,7,1.0,10,51.0,34.0
203701,110426,6,11.0,1,7.0,252.0
187077,70194,6,5.0,1,2219.0,34013.0
42688,10385,1,23.0,1,41.0,0.0
98429,203632,2,7.0,8,41.0,72.0
204912,173725,6,21.0,2,9.0,2.0
99528,50952,2,8.0,5,116.0,14.0
255739,30042,8,10.0,17,403.0,251.0
153720,205258,5,16.0,7,2061.0,1288.0
169369,158532,6,1.0,8,2001.0,4453.0
185520,23499,6,5.0,1,2219.0,25104.0
13490,140791,0,61.0,1,2017.0,309.0
3745,185172,0,23.0,2,21.0,26.0
236117,222462,7,4.0,10,67.0,1006.0
257057,16835,8,10.0,17,428.0,239.0
128754,87714,3,7.0,1,2201.0,206.0
195805,187578,6,6.0,6,1.0,15.0
212408,193970,7,1.0,10,21.0,76205.0
216177,11064,7,1.0,10,2224.0,73153.0
225203,196504,7,1.0,16,5.0,2086.0
126952,90281,3,6.0,2,9.0,2.0
9861,117200,0,47.0,2,1.0,24.0
14491,152353,0,61.0,1,2090.0,3933.0
11645,203267,0,47.0,8,37.0,75.0
204282,1432,6,11.0,2,29.0,30.0
99347,4109,2,8.0,1,30.0,20.0
93441,38594,2,7.0,2,243.0,40.0
50823,159191,1,29.0,2,2049.0,2425.0
110212,118859,2,10.0,11,2229.0,525.0
233232,189042,7,4.0,1,7.0,2637.0
50844,212665,1,29.0,2,2049.0,2468.0
132224,198978,4,3.0,2,1.0,1227.0
96239,104128,2,7.0,3,213.0,66.0
156599,134633,5,16.0,10,59.0,27.0
25136,68820,0,61.0,11,60.0,827.0
8501,46502,0,45.0,3,29.0,18.0
117804,57837,2,12.0,20,203.0,1019.0
100714,184532,2,8.0,5,4.0,6437.0
199087,201870,6,8.0,1,26.0,3.0
77773,208355,1,65.0,3,5.0,304.0
5553,42151,0,23.0,20,2320.0,29.0
187201,4146,6,5.0,1,2219.0,34151.0
256201,107337,8,10.0,17,407.0,23.0
61762,130770,1,44.0,5,9.0,2.0
112734,92169,2,12.0,12,2730.0,10064.0
252330,9542,8,10.0,17,137.0,87869.0
57815,56351,1,32.0,1,2553.0,0.0
178386,195864,6,2.0,1,6.0,3566.0
80117,186685,1,65.0,6,47.0,5109.0
249719,9981,8,10.0,16,525.0,931.0
3812,55443,0,23.0,2,23.0,0.0
61741,48607,1,44.0,3,5.0,10.0
252610,80958,8,10.0,17,156.0,1771.0
88567,168117,2,2.0,5,3.0,1273.0
178904,193398,6,2.0,2,7.0,104.0
231179,119221,7,3.0,9,2217.0,9655.0
218947,40034,7,1.0,10,2251.0,0.0
101377,59596,2,8.0,6,18.0,56.0
146039,216556,5,4.0,1,39.0,55.0
238593,101138,7,4.0,12,17.0,6.0
127802,185080,3,6.0,11,15.0,3566.0
90395,160417,2,4.0,1,20.0,1048.0
34970,219054,1,1.0,8,23.0,622.0
16699,10064,0,61.0,5,2.0,6.0
165838,78627,5,41.0,0,17.0,62.0
220169,223023,7,1.0,10,29.0,7825.0
27071,61799,0,63.0,1,39.0,4.0
170068,209822,6,1.0,10,19.0,3.0
135886,60722,4,5.0,1,81.0,0.0
33615,138753,1,1.0,8,19.0,1843.0
30581,121186,1,1.0,3,2259.0,4066.0
25812,61225,0,61.0,14,1.0,14.0
257240,54157,8,10.0,17,428.0,249969.0
50881,175568,1,29.0,2,2049.0,4638.0
256608,124923,8,10.0,17,409.0,304648.0
15542,150199,0,61.0,1,5.0,706.0
52723,103903,1,29.0,2,49.0,52.0
220723,43395,7,1.0,10,2924.0,10523.0
72002,116444,1,62.0,9,11.0,6.0
175682,209594,6,1.0,15,33.0,5617.0
186255,83506,6,5.0,1,2219.0,31362.0
139294,4230,4,21.0,5,13.0,10.0
122332,184482,2,22.0,1,34.0,125.0
67235,145826,1,60.0,15,2021.0,1184.0
228439,50475,7,3.0,5,1.0,26.0
236071,136042,7,4.0,10,65.0,1046.0
259399,106920,8,10.0,17,82.0,16868.0
55679,41057,1,29.0,9,2995.0,7.0
233656,44757,7,4.0,8,2211.0,5.0
19035,15446,0,61.0,5,2310.0,55.0
22758,159286,0,61.0,10,2.0,186.0
118265,72640,2,12.0,20,204.0,1262.0
54344,212181,1,29.0,2,71.0,9.0
204911,173754,6,21.0,2,9.0,1.0
21269,21184,0,61.0,9,36.0,43.0
141052,110072,5,1.0,12,2550.0,22.0
204057,122518,6,11.0,2,19.0,36.0
96755,190,2,7.0,3,271.0,10.0
48533,11005,1,27.0,7,5.0,2.0
162015,212052,5,24.0,7,7.0,45.0
126365,113815,3,5.0,1,27.0,12.0
167179,163284,5,42.0,2,13.0,47.0
238062,120165,7,4.0,12,1.0,193.0
176055,83418,6,1.0,16,15.0,58.0
97816,179001,2,7.0,5,7.0,1888.0
61290,200291,1,43.0,9,5.0,1845.0
76658,127674,1,65.0,3,2543.0,138.0
85762,75192,1,81.0,1,2207.0,11.0
192691,166709,6,5.0,5,1.0,467.0
241241,22912,7,4.0,15,2420.0,0.0
57958,154788,1,32.0,1,38.0,12.0
221319,195124,7,1.0,10,31.0,3925.0
98043,131321,2,7.0,5,9.0,4816.0
111537,155125,2,12.0,12,15.0,8216.0
231155,78629,7,3.0,9,2217.0,96066.0
150646,27569,5,16.0,2,27.0,0.0
136894,64096,4,5.0,20,2201.0,684.0
164977,166240,5,27.0,3,3.0,22.0
257943,20888,8,10.0,17,442.0,611.0
206126,216920,7,1.0,5,2038.0,423.0
100102,53261,2,8.0,5,2420.0,11.0
189080,12072,6,5.0,1,2219.0,37559.0
18491,175853,0,61.0,5,2013.0,51143.0
169300,119727,6,1.0,8,1.0,50.0
172356,118842,6,1.0,12,2223.0,73.0
171134,149721,6,1.0,12,2021.0,1778.0
259019,51093,8,10.0,17,74.0,19684.0
16371,181925,0,61.0,5,13.0,253.0
210131,86914,7,1.0,8,2237.0,31796.0
44374,220833,1,23.0,9,11.0,315.0
258988,32700,8,10.0,17,74.0,19535.0
257614,56943,8,10.0,17,442.0,112.0
244628,82498,8,2.0,19,30.0,91.0
178316,136386,6,2.0,1,6.0,29355.0
39619,161050,1,21.0,2,23.0,211.0
210273,32602,7,1.0,8,2329.0,4639.0
109210,149677,2,10.0,10,9.0,86.0
79219,35613,1,65.0,5,2240.0,142.0
258030,79070,8,10.0,17,483.0,0.0
99154,95787,2,7.0,9,2319.0,715.0
194453,67233,6,6.0,5,2207.0,5526.0
32482,187041,1,1.0,5,23.0,2362.0
228375,168111,7,3.0,3,7.0,1475.0
182304,181079,6,3.0,6,9.0,819.0
39623,170841,1,21.0,2,23.0,217.0
174971,137146,6,1.0,15,19.0,38.0
143158,164821,5,2.0,6,1.0,535.0
27027,172410,0,63.0,1,37.0,67.0
160377,13359,5,23.0,12,2227.0,42.0
115370,96556,2,12.0,13,7.0,6472.0
150165,134122,5,16.0,2,1.0,145.0
199179,180118,6,8.0,1,7.0,68.0
247873,14051,8,10.0,16,400.0,90.0
157047,107790,5,16.0,17,1.0,16.0
162056,138917,5,24.0,7,9.0,146.0
166275,197553,5,41.0,1,5.0,66.0
62797,71148,1,60.0,2,23.0,2.0
172593,38447,6,1.0,12,2291.0,2845.0
156948,29299,5,16.0,12,37.0,0.0
112988,83806,2,12.0,12,2750.0,10023.0
119081,1674,2,12.0,20,301.0,1072.0
209708,108778,7,1.0,8,2231.0,5056.0
127307,41953,3,6.0,5,61.0,0.0
166145,13495,5,41.0,0,9.0,43.0
211098,167067,7,1.0,8,49.0,9.0
77917,186173,1,65.0,3,5.0,5083.0
48129,215291,1,26.0,5,1.0,61.0
80194,167741,1,65.0,6,47.0,8884.0
234827,213300,7,4.0,10,27.0,2633.0
56679,30821,1,31.0,1,70.0,10.0
75959,99279,1,65.0,3,2231.0,25.0
81320,89055,1,65.0,7,2301.0,46075.0
131867,222827,4,2.0,5,3.0,765.0
242974,151868,7,5.0,9,1.0,245.0
135479,199505,4,5.0,1,27.0,83.0
50455,147226,1,29.0,2,2045.0,179.0
17241,213941,0,61.0,5,2002.0,30477.0
240740,97406,7,4.0,14,2213.0,13535.0
235412,215451,7,4.0,10,41.0,5083.0
257026,13207,8,10.0,17,428.0,167.0
40085,107714,1,21.0,3,45.0,4.0
26555,73853,0,63.0,1,2102.0,6.0
157014,125634,5,16.0,13,3.0,16.0
60797,180762,1,42.0,3,1.0,3.0
171929,120371,6,1.0,12,21.0,74.0
28023,222910,0,63.0,5,2003.0,246.0
57827,71177,1,32.0,1,2590.0,0.0
55749,25163,1,29.0,9,2995.0,96.0
254046,39660,8,10.0,17,24.0,4655.0
9397,43847,0,47.0,1,2220.0,75.0
161466,128046,5,24.0,5,13.0,15.0
246879,3070,8,10.0,16,261.0,3.0
43650,129197,1,23.0,3,53.0,6.0
74796,116256,1,65.0,1,11.0,34.0
88464,106307,2,2.0,5,2209.0,235.0
194613,72110,6,6.0,5,2212.0,177.0
244033,48997,7,5.0,9,5.0,4.0
96724,126102,2,7.0,3,265.0,20.0
242694,128277,7,5.0,6,1.0,18.0
30272,40711,1,1.0,3,2252.0,10.0
215712,78896,7,1.0,10,2224.0,45666.0
148132,73992,5,5.0,2,2201.0,46.0
202481,215120,6,11.0,1,2007.0,727.0
123049,165850,2,23.0,2,16.0,45565.0
258623,51936,8,10.0,17,74.0,1221.0
6020,149430,0,41.0,1,11.0,7.0
54269,120767,1,29.0,2,70.0,44.0
140390,203954,5,1.0,10,25.0,63.0
241176,46807,7,4.0,15,2209.0,24.0
114435,92169,2,12.0,12,2792.0,10064.0
24915,179238,0,61.0,11,5.0,3153.0
151402,165029,5,16.0,3,2069.0,3.0
211389,199069,7,1.0,8,9.0,142.0
232297,171785,7,3.0,11,7.0,3082.0
58649,98436,1,41.0,5,27.0,4.0
10217,196606,0,47.0,2,31.0,113.0
16284,12892,0,61.0,3,1.0,6.0
187032,33311,6,5.0,1,2219.0,33313.0
106506,106347,2,9.0,8,2405.0,3.0
103393,219436,2,8.0,8,5.0,405.0
156982,136681,5,16.0,12,7.0,385.0
6182,218126,0,41.0,3,1.0,65.0
244976,69656,8,10.0,16,131.0,908.0
254924,90201,8,10.0,17,29.0,49911.0
87684,109679,2,1.0,5,7.0,47.0
237716,170131,7,4.0,12,1.0,551.0
183797,70276,6,4.0,15,20.0,0.0
252047,54817,8,10.0,17,137.0,7917.0
62567,211354,1,60.0,2,19.0,84.0
214196,32184,7,1.0,10,2224.0,24997.0
216093,14284,7,1.0,10,2224.0,48871.0
225510,22779,7,2.0,1,11.0,2.0
205030,88953,6,21.0,5,9.0,12.0
168008,168859,6,1.0,2,21.0,3688.0
138669,119109,4,21.0,1,47.0,236.0
139989,170375,5,1.0,3,9.0,23.0
44553,176999,1,23.0,9,26.0,48.0
20469,186582,0,61.0,8,9.0,623.0
97055,126130,2,7.0,3,309.0,8.0
15268,99353,0,61.0,1,5.0,313.0
103686,167348,2,8.0,9,5.0,5.0
128497,213652,3,6.0,13,3.0,528.0
103441,15291,2,8.0,8,7.0,4.0
248592,49758,8,10.0,16,435.0,868.0
36272,118793,1,1.0,10,2400.0,439.0
162504,97573,5,25.0,1,2313.0,2332.0
220287,38649,7,1.0,10,2924.0,1001.0
245015,66323,8,10.0,16,137.0,908.0
77313,175879,1,65.0,3,33.0,255.0
4203,93898,0,23.0,6,3.0,40.0
223427,201536,7,1.0,14,13.0,241.0
15701,196173,0,61.0,1,6.0,484.0
175160,48290,6,1.0,15,29.0,12.0
143334,53707,5,2.0,9,1.0,40.0
171460,221725,6,1.0,12,2021.0,9546.0
13174,76226,0,61.0,1,17.0,56.0
46008,127877,1,24.0,1,23.0,4.0
231579,120460,7,3.0,10,7.0,113.0
216441,13480,7,1.0,10,2224.0,76652.0
209884,10372,7,1.0,8,2237.0,1415.0
112190,83809,2,12.0,12,2710.0,10321.0
250157,57540,8,10.0,16,63.0,2.0
214332,106391,7,1.0,10,2224.0,29012.0
206170,161320,7,1.0,5,27.0,2804.0
27569,217450,0,63.0,2,17.0,4.0
104502,184475,2,9.0,1,29.0,48.0
94552,115682,2,7.0,2,323.0,26.0
132707,145339,4,4.0,1,1.0,7038.0
108607,12499,2,10.0,8,1.0,20.0
255999,19712,8,10.0,17,403.0,63.0
87372,60971,2,1.0,2,1.0,242.0
134604,150100,4,4.0,6,23.0,218.0
247734,77460,8,10.0,16,379.0,0.0
232080,162546,7,3.0,11,13.0,6375.0
27586,130510,0,63.0,2,17.0,2.0
78948,155725,1,65.0,3,90.0,23.0
10598,188344,0,47.0,5,7.0,42.0
236768,168170,7,4.0,11,15.0,855.0
247705,15750,8,10.0,16,372.0,0.0
144660,181107,5,2.0,12,11.0,862.0
214304,59042,7,1.0,10,2224.0,27825.0
53093,17872,1,29.0,2,64.0,364.0
135272,82420,4,5.0,1,19.0,26.0
212025,184083,7,1.0,10,21.0,28132.0
12805,139237,0,61.0,1,1.0,52.0
196156,206363,6,6.0,9,19.0,6121.0
51617,126338,1,29.0,2,33.0,10.0
117641,35338,2,12.0,20,201.0,1162.0
208499,183807,7,1.0,7,51.0,2263.0
79067,153747,1,65.0,5,2001.0,8.0
109529,45783,2,10.0,11,149.0,2.0
40511,130063,1,21.0,8,15.0,12.0
64102,115419,1,60.0,6,5.0,6.0
207641,24909,7,1.0,7,2225.0,3.0
68500,60835,1,60.0,17,2270.0,311.0
98045,140956,2,7.0,5,9.0,4833.0
122839,166023,2,23.0,2,14.0,682.0
35438,41926,1,1.0,8,29.0,68.0
16715,149936,0,61.0,5,2.0,147.0
132157,133116,4,3.0,1,7.0,72.0
206670,103866,7,1.0,7,1.0,25.0
197064,175529,6,6.0,14,30.0,264.0
114985,150050,2,12.0,12,7.0,8.0
258204,29975,8,10.0,17,70.0,5186.0
255391,63496,8,10.0,17,292.0,901.0
16668,23996,0,61.0,5,15.0,2.0
213573,87979,7,1.0,10,2224.0,13019.0
84907,132883,1,67.0,2,3.0,7.0
171930,76838,6,1.0,12,21.0,75.0
185537,13575,6,5.0,1,2219.0,25123.0
175755,108792,6,1.0,15,9.0,6.0
243342,26032,7,5.0,9,2201.0,9663.0
243956,177868,7,5.0,9,3.0,4611.0
74208,3538,1,64.0,2,39.0,10.0
82376,111634,1,65.0,7,2511.0,32.0
229510,4067,7,3.0,5,3.0,54.0
83422,84896,1,65.0,7,54.0,68.0
124797,126570,3,1.0,6,27.0,2.0
71432,173017,1,62.0,3,33.0,621.0
62698,175064,1,60.0,2,2011.0,383.0
115568,22435,2,12.0,14,2523.0,305.0
90025,96568,2,3.0,2,3.0,68.0
214457,9826,7,1.0,10,2224.0,29313.0
35852,198462,1,1.0,8,37.0,344.0
168551,173435,6,1.0,5,1.0,6983.0
253619,70681,8,10.0,17,24.0,3907.0
54817,177756,1,29.0,3,35.0,81.0
124138,211185,2,30.0,1,11.0,8.0
72689,76720,1,63.0,1,2231.0,48.0
55611,82243,1,29.0,9,2873.0,0.0
99622,88935,2,8.0,5,126.0,2.0
180187,193765,6,3.0,2,1.0,48561.0
227308,121830,7,2.0,11,7.0,797.0
85854,183324,1,81.0,2,1.0,134.0
41787,56711,1,23.0,1,2200.0,447.0
110017,96405,2,10.0,11,2215.0,204.0
133945,192749,4,4.0,5,13.0,869.0
184162,26353,6,5.0,1,2219.0,1207.0
153042,197122,5,16.0,5,9.0,443.0
165993,86848,5,41.0,0,25.0,14.0
6293,196894,0,41.0,3,19.0,6.0
56240,119151,1,30.0,1,11.0,2.0
85932,134359,1,81.0,2,1.0,817.0
36954,19532,1,3.0,2,3.0,36.0
172812,102580,6,1.0,12,2333.0,43513.0
48264,192102,1,27.0,1,19.0,65.0
165912,40306,5,41.0,0,19.0,61.0
7924,124783,0,45.0,1,19.0,8.0
193313,64656,6,6.0,5,11.0,267.0
178012,196164,6,2.0,1,5.0,3016.0
176820,48373,6,1.0,17,1.0,32.0
252444,68762,8,10.0,17,152.0,10693.0
144977,223283,5,2.0,13,7.0,675.0
44823,69304,1,23.0,9,35.0,368.0
49137,222621,1,28.0,1,7.0,85.0
85667,103319,1,81.0,1,2201.0,14.0
250359,37583,8,10.0,16,707.0,956.0
105956,84156,2,9.0,3,5.0,12.0
216198,11065,7,1.0,10,2224.0,73255.0
106611,106346,2,9.0,8,2451.0,8.0
259119,54196,8,10.0,17,74.0,20195.0
65521,124297,1,60.0,10,15.0,36.0
41052,187797,1,22.0,3,11.0,142.0
87917,185169,2,1.0,6,49.0,63.0
191999,14317,6,5.0,1,2219.0,50241.0
174485,48253,6,1.0,13,11.0,2.0
165925,59185,5,41.0,0,21.0,6.0
103181,38077,2,8.0,8,2429.0,14.0
202879,199962,6,11.0,1,23.0,285.0
160590,203608,5,23.0,14,2007.0,8.0
9185,199499,0,47.0,1,2095.0,46.0
207595,29653,7,1.0,7,2223.0,4.0
103635,2400,2,8.0,9,2201.0,14.0
139946,135133,5,1.0,3,5.0,148.0
87678,106041,2,1.0,5,7.0,442.0
45269,200700,1,23.0,14,1.0,585.0
81240,114850,1,65.0,7,2301.0,44472.0
16646,74917,0,61.0,5,13.0,64.0
126208,1796,3,4.0,7,1.0,548.0
170492,77828,6,1.0,11,15.0,0.0
121629,119382,2,21.0,1,2400.0,26.0
177778,168864,6,2.0,1,27.0,927.0
53365,187645,1,29.0,2,65.0,7439.0
25218,144624,0,61.0,12,1.0,534.0
63616,115414,1,60.0,6,2206.0,124.0
189333,46961,6,5.0,1,2219.0,39205.0
164533,156445,5,27.0,1,9.0,28.0
257823,84137,8,10.0,17,442.0,3293.0
118967,14228,2,12.0,20,208.0,2017.0
115579,107463,2,12.0,14,2525.0,113.0
187354,22014,6,5.0,1,2219.0,34321.0
66765,74355,1,60.0,14,2300.0,122.0
99239,170793,2,7.0,9,5.0,123.0
244982,14756,8,10.0,16,134.0,0.0
130215,46240,4,1.0,1,2204.0,10.0
31982,156954,1,1.0,3,61.0,27.0
21770,50274,0,61.0,9,45.0,6.0
236814,140739,7,4.0,11,19.0,1.0
31999,5196,1,1.0,3,61.0,28.0
165628,73556,5,28.0,5,25.0,8.0
47542,197092,1,25.0,8,9.0,12.0
114589,83806,2,12.0,12,2795.0,14023.0
66330,207745,1,60.0,12,2002.0,216.0
177083,39358,6,1.0,18,2210.0,6226.0
119268,35851,2,12.0,20,301.0,7002.0
140194,94143,5,1.0,10,1.0,34.0
186122,25467,6,5.0,1,2219.0,31214.0
42775,221587,1,23.0,1,51.0,11.0
255396,51937,8,10.0,17,292.0,907.0
6637,163100,0,41.0,7,43.0,271.0
28448,191559,0,63.0,5,2009.0,44.0
14814,136021,0,61.0,1,5.0,2156.0
24807,217702,0,61.0,11,5.0,141.0
53730,189104,1,29.0,2,66.0,54721.0
246775,53925,8,10.0,16,254.0,4.0
218803,73167,7,1.0,10,2224.0,86986.0
8813,219986,0,46.0,1,15.0,8.0
72787,109882,1,63.0,1,27.0,28.0
79576,21191,1,65.0,6,2205.0,6.0
36814,111874,1,3.0,1,5.0,4.0
122056,126067,2,21.0,3,9.0,58.0
175952,210341,6,1.0,16,13.0,758.0
55589,59982,1,29.0,9,2839.0,8.0
197667,21976,6,6.0,18,10.0,72.0
186999,22124,6,5.0,1,2219.0,33276.0
83469,206427,1,65.0,7,59.0,105.0
870,124948,0,1.0,3,57.0,20.0
77334,108641,1,65.0,3,35.0,4.0
64490,173025,1,60.0,8,1.0,1884.0
79441,137279,1,65.0,6,17.0,326.0
125276,39356,3,2.0,8,1.0,6.0
130695,99594,4,1.0,2,23.0,20.0
128815,57762,3,7.0,1,2205.0,2057.0
241028,211594,7,4.0,15,1.0,5.0
88109,42694,2,1.0,13,2006.0,62.0
54818,195451,1,29.0,3,35.0,82.0
58941,140033,1,41.0,8,11.0,7.0
90933,50890,2,4.0,1,2235.0,5204.0
194661,39546,6,6.0,5,2212.0,303.0
196412,197306,6,6.0,9,7.0,10158.0
53915,182914,1,29.0,2,66.0,81427.0
125666,23292,3,3.0,3,49.0,0.0
204298,62889,6,11.0,2,29.0,52.0
72499,154221,1,63.0,1,2025.0,285.0
21882,203823,0,61.0,9,47.0,6877.0
96116,124075,2,7.0,3,209.0,46.0
101267,184570,2,8.0,6,18.0,4208.0
182057,113042,6,3.0,6,2221.0,1609.0
203946,120893,6,11.0,2,15.0,2.0
256117,36513,8,10.0,17,407.0,1825.0
105094,25396,2,9.0,1,62.0,25.0
71779,75394,1,62.0,7,1.0,4.0
153162,220774,5,16.0,6,5.0,166.0
227824,97558,7,2.0,13,9.0,24.0
227778,187436,7,2.0,13,7.0,348.0
28898,122698,0,63.0,5,2300.0,6018.0
238143,160157,7,4.0,12,1.0,32032.0
236873,67772,7,4.0,11,2201.0,28.0
258522,57624,8,10.0,17,70.0,7729.0
48612,15235,1,27.0,9,3.0,46.0
